username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
Anonymous Employee in Bangalore,4,2015-04-14T00:00:00.000Z,6344761,"Manager  Good work environment; wonderful support team; work life balance; no punch in and punch out only work talks for assessment. Full of life and changeling work for sustainability -- you never get bored or you are never out of work.  some bosses are really stupid, and bad; no professionalism; dependency on sub-ordinates and takes name and fame (including promotion). Dotted line reporting horrible. Advice to Management:Find out why people leave and try to get them back or retain them.",0.7574074074074075,-0.10555555555555556,negative
Anonymous Employee,3,2015-04-13T00:00:00.000Z,6333938,"Sales and Marketing Manager  The products are great, the brand has a high equity and respect in the market  not well paid employees, some politics in some instances Advice to Management:Hiring manager should be a committee of people",0.645,0.48000000000000004,positive
Anonymous Employee,4,2015-04-11T00:00:00.000Z,6315355,Manager  Great benefits. Excellent training. Emphasis on open communications. Ethical business practices.  There are too many meetings and some meetings are unnecessary. Advice to Management:Accelerate the speed of decision making.,0.7083333333333334,0.35000000000000003,positive
"Analyst in Munich, Bavaria",3,2015-04-11T00:00:00.000Z,6313635,Business Analyst  Exposure to a great network. Great work atmosphere. The location of the office is convenient and helps in organising meetings and getting to and from the airport for extensive travelling that is required.  Better definition of roles required. Better work/ life balance require. Better accountability. I believe the analyst role and the amount of the companies being analysed is not properly tracked. Advice to Management:Create a better performance management system with and better interaction with the rest of the business groups. The timeline of different projects is too long and needs to be reduced.,0.49393939393939396,0.36818181818181817,positive
Marketing in Singapore,4,2015-04-10T00:00:00.000Z,6312793,"Enjoyed working at 3M  The people are great to work with at all levels from R&D, support functions like Demand Planning and Finance to Sales and Marketing. There are ample opportunity given to training and development. While workload can be heavier in some functions compared to others, I would say that it is manageable for most. Office environment is conducive to work in and politics though present is not overwhelming and obvious.  Meetings tend to run longer than necessary which is unproductive. There can be more cross functional collaboration. Senior managers and HODs might stay long in the company despite their capability, jeopardizing potential mid level staff's career profession. Advice to Management:NA",0.5291666666666667,0.16666666666666666,positive
Anonymous Employee,3,2015-04-08T00:00:00.000Z,6293719,"Fair employer, results oriented  Fair to employee, consistent growing, good career opportunities across business/functions/countries, flexible working time, staff shop, employee stock option  Big organization mentality. Pretty focus on the figures, Turned to be more strict on controlling budget in the past 5 years. Freezing headcount all the time.",0.5625,0.35624999999999996,positive
"Anonymous Employee in Saint Paul, MN",4,2015-04-08T00:00:00.000Z,6288380,Technician  flexibility in the job position  downsizing and always changing company needs Advice to Management:none,0.0,0.0,neutral
Anonymous Employee,1,2015-04-08T00:00:00.000Z,6287310,"building a submarine with screen doors  3M is working to correct the issues  Very bad QA process, application is buggy and not well documented.",0.8666666666666667,-0.9099999999999998,negative
"Quality Rechnician in Menomonie, WI",5,2015-04-07T00:00:00.000Z,6276785,Loved the people I worked with  Pay and the benefits good. Provided opportunities to train and learn new development and processes throughout the company. Co-workers were really supportive.  12 hour rotating shifts were a little hard at times. They could expand employee break rooms to accommodate growth to company. Advice to Management:Maybe to close the communication voids between management and production floor so product quality and quantity would improve together.,0.6493686868686869,0.25953282828282825,positive
"Field Sales in Saint Louis, MO",3,2015-04-06T00:00:00.000Z,6272782,"Field Sales  most work for 20 plus year here, great 401K and pension plan they match 9 percent total between 6 percent 401K and 3 percent pension plan  below fair wages, they bought the company i was working at and cut our pay $20k and smiled and said hey drink the red cool aid and welcome onboard Advice to Management:if you want top talent pay more, don't cut pay if you acquire a company that is successful!!",0.6000000000000001,0.5227272727272727,positive
Anonymous Employee,1,2015-04-05T00:00:00.000Z,6264414,Senior Sales Representative  Poor salary. Decent benefits. Car for sales people.  Micro-manage. Managers ego maniacs. Boys club. Men who perform poorly get promoted not fired.,0.6222222222222222,-0.21111111111111114,negative
Anonymous Employee,2,2015-04-02T00:00:00.000Z,6246952,"Marketing  Nice people to work with, lot of knowledge.  Very buttoned up corporate environment lacking personality. Advice to Management:Identify and keep young talent.",0.42500000000000004,0.225,positive
Anonymous Employee,4,2015-04-01T00:00:00.000Z,6243143,"Stable but often slow  It's a stable company that does not mind putting money where it sees value. Benefits are good. Company promotes considering employees as their biggest asset.  Change can be slow. Very hierarchical. Salary and bonus are not very attractive. Often there is too much planning before any execution or prototyping. Advice to Management:Focus on rewards, recognition, and motivation. Show willingness to take risk.",0.4448717948717949,0.03205128205128203,positive
